ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
TLT,small_airport,Tuluksak Airport,30,NA,US,US-AK,Tuluksak,TLT,TLT,TLT,"-160.968994141, 61.096801757799994"
TN01,small_airport,Ray Airport,305,NA,US,US-TN,Rosemark,TN01,,TN01,"-89.81950378417969, 35.3473014831543"
TN08,small_airport,Oliver Springs Inc Airport,790,NA,US,US-TN,Oliver Springs,TN08,,TN08,"-84.30690002441406, 36.037601470947266"
TN09,small_airport,Fergusons Flying Circus Airport,910,NA,US,US-TN,Philadelphia,TN09,,TN09,"-84.41100311279297, 35.7140007019043"
TN10,small_airport,Lake View Airport,1066,NA,US,US-TN,Sharps Chapel,TN10,,TN10,"-83.77880096435547, 36.3390007019043"
TN11,small_airport,Cantwell Airport,1150,NA,US,US-TN,Sneedville,TN11,,TN11,"-83.25550079345703, 36.50149917602539"
TN12,small_airport,Hudgin Air Airport,725,NA,US,US-TN,Lewisburg,TN12,,TN12,"-86.68000030517578, 35.47359848022461"
TN16,small_airport,Huntingdon Airport,400,NA,US,US-TN,Huntingdon,TN16,,TN16,"-88.46119689941406, 35.99449920654297"
TN17,small_airport,Vintage Field,990,NA,US,US-TN,Sweetwater,TN17,,TN17,"-84.48799896240234, 35.582298278808594"
TN18,small_airport,Richardson Strip,340,NA,US,US-TN,Eads,TN18,,TN18,"-89.66670227050781, 35.20429992675781"
TN20,small_airport,"Seymour Air Park, Inc. Airport",1000,NA,US,US-TN,Sevierville,TN20,,TN20,"-83.77459716796875, 35.811798095703125"
TN21,small_airport,Palmer Village-Napier Lake STOLport,790,NA,US,US-TN,Hohenwald,TN21,,TN21,"-87.506103515625, 35.447601318359375"
TN23,small_airport,Titan Field,385,NA,US,US-TN,Clarksville,TN23,,TN23,"-87.3218994140625, 36.49440002441406"
TN24,small_airport,Spencer Field,1080,NA,US,US-TN,Manchester,TN24,,TN24,"-85.9625015258789, 35.38759994506836"
TN30,small_airport,Cub Haven Airport,1000,NA,US,US-TN,Niota,TN30,,TN30,"-84.51000213623047, 35.54719924926758"
TN36,small_airport,Flying I Ranch Airport,350,NA,US,US-TN,Ripley,TN36,,TN36,"-89.55120086669922, 35.762001037597656"
TN37,small_airport,Anderson Airport,392,NA,US,US-TN,Toone,TN37,,TN37,"-89.02230072021484, 35.40420150756836"
TN38,small_airport,Rutledge Field,1125,NA,US,US-TN,Tullahoma,TN38,,TN38,"-86.26689910888672, 35.37189865112305"
TN39,small_airport,Amacher Strip,1080,NA,US,US-TN,Tullahoma,TN39,,TN39,"-86.23670196533203, 35.305599212646484"
TN41,small_airport,100 Aker Wood Airport,809,NA,US,US-TN,Spring City,TN41,,TN41,"-84.76529693603516, 35.77280044555664"
TN43,small_airport,Isle-A-Port STOLport,215,NA,US,US-TN,Memphis,TN43,,TN43,"-90.11399841308594, 35.09590148925781"
TN44,small_airport,Deerfield Resort Airport,1350,NA,US,US-TN,Lafollette,TN44,,TN44,"-84.01219940185547, 36.34669876098633"
TN47,small_airport,Needham's Airport,289,NA,US,US-TN,Arlington,TN47,,TN47,"-89.74120330810547, 35.28900146484375"
TN48,small_airport,Turner Field,401,NA,US,US-TN,Dresden,TN48,,TN48,"-88.65370178222656, 36.2775993347168"
TN50,small_airport,Indian Hill Farm Airport,676,NA,US,US-TN,New Hope,TN50,,TN50,"-85.65080261230469, 34.99150085449219"
TN51,small_airport,Aydelotte STOLport,545,NA,US,US-TN,Springfield,TN51,,TN51,"-86.97640228271484, 36.642799377441406"
TN52,small_airport,King Airport,1050,NA,US,US-TN,Winchester,TN52,,TN52,"-86.08110046386719, 35.138099670410156"
TN53,small_airport,Parr Field,590,NA,US,US-TN,Clarksville,TN53,,TN53,"-87.44830322265625, 36.55590057373047"
TN56,small_airport,Carey Airport,1960,NA,US,US-TN,Mayland,TN56,,TN56,"-85.11389923095703, 36.07229995727539"
TN58,small_airport,Parsons Field,330,NA,US,US-TN,Brighton,TN58,,TN58,"-89.65650177001953, 35.391700744628906"
TN62,small_airport,Mc Afee Stol Patch STOLport,1925,NA,US,US-TN,Johnson City,TN62,,TN62,"-82.3915023804, 36.3722991943"
TN64,small_airport,West Wind Airpark,1000,NA,US,US-TN,Sweetwater,TN64,,TN64,"-84.53279876708984, 35.5442008972168"
TN66,small_airport,Austin Field,1000,NA,US,US-TN,Pikeville,TN66,,TN66,"-85.04720306396484, 35.74449920654297"
TN67,small_airport,Myers-Smith Airport,900,NA,US,US-TN,Estill Springs,TN67,,TN67,"-86.12860107421875, 35.24789810180664"
TN68,small_airport,Gibson STOLport,805,NA,US,US-TN,Murfreesboro,TN68,,TN68,"-86.54669952392578, 35.768699645996094"
TN70,small_airport,Burkeen Field,365,NA,US,US-TN,Collierville,TN70,,TN70,"-89.70259857177734, 35.02619934082031"
TN71,small_airport,Cox Farm Airport,1000,NA,US,US-TN,Lenoir City,TN71,,TN71,"-84.34159851074219, 35.794498443603516"
TN72,small_airport,King Airport,1080,NA,US,US-TN,Sevierville,TN72,,TN72,"-83.48179626464844, 35.84590148925781"
TN73,small_airport,Doc Jones Field,770,NA,US,US-TN,Nashville,TN73,,TN73,"-86.95939636230469, 36.32339859008789"
TN74,small_airport,Will A Hildreth Farm Airport,900,NA,US,US-TN,Lenoir City,TN74,,TN74,"-84.31939697265625, 35.80009841918945"
TN77,small_airport,Whifferdill Airport,622,NA,US,US-TN,Chapmansboro,TN77,,TN77,"-87.15070343, 36.32180023"
TN79,small_airport,Oakley Airport,400,NA,US,US-TN,Nashville,TN79,,TN79,"-86.95970153808594, 36.172298431396484"
TN80,small_airport,Schiff Airport,1260,NA,US,US-TN,Cookeville,TN80,,TN80,"-85.42639923095703, 36.2333984375"
TN81,small_airport,Shultz Airport,770,NA,US,US-TN,Franklin,TN81,,TN81,"-86.8135986328125, 35.7489013671875"
TN83,small_airport,Cedar Glade Aerodrome,770,NA,US,US-TN,Murfreesboro,TN83,,TN83,"-86.2750015258789, 35.7223014831543"
TN85,small_airport,Hogue Airport,1800,NA,US,US-TN,Spencer,TN85,,TN85,"-85.39720153808594, 35.638999938964844"
TN87,small_airport,Montvale Airpark,1030,NA,US,US-TN,Maryville,TN87,,TN87,"-83.9988021850586, 35.69260025024414"
TN89,small_airport,Possum Bottom Airport,700,NA,US,US-TN,Whitwell,TN89,,TN89,"-85.452698, 35.2584"
TN94,small_airport,Robertson Farm Airport,1020,NA,US,US-TN,Knoxville,TN94,,TN94,"-84.07440185546875, 36.0010986328125"
TN96,small_airport,Fall Creek Field,675,NA,US,US-TN,Lebanon,TN96,,TN96,"-86.3582992553711, 36.04119873046875"
TN98,small_airport,Sky Ranch Airport,830,NA,US,US-TN,Knoxville,TN98,,TN98,"-83.95770263671875, 35.88560104370117"
TN99,small_airport,Pensinger Airport,1265,NA,US,US-TN,Greeneville,TN99,,TN99,"-82.7605972290039, 36.2963981628418"
TNCA,medium_airport,Queen Beatrix International Airport,60,NA,AW,AW-U-A,Oranjestad,TNCA,AUA,,"-70.015198, 12.5014"
TNCB,medium_airport,Flamingo International Airport,20,NA,BQ,BQ-U-A,Kralendijk,TNCB,BON,,"-68.26850128173828, 12.130999565124512"
TNCC,medium_airport,Hato International Airport,29,NA,CW,CW-U-A,Willemstad,TNCC,CUR,,"-68.959801, 12.1889"
TNCE,medium_airport,F. D. Roosevelt Airport,129,NA,BQ,BQ-U-A,Sint Eustatius,TNCE,EUX,,"-62.979400634765625, 17.49650001525879"
TNCM,large_airport,Princess Juliana International Airport,13,NA,SX,SX-U-A,Saint Martin,TNCM,SXM,,"-63.1088981628, 18.041000366200002"
TNCS,small_airport,Juancho E. Yrausquin Airport,60,NA,BQ,BQ-U-A,Saba,TNCS,SAB,,"-63.220001220703125, 17.645000457763672"
TNW,medium_airport,Jumandy Airport,1234,SA,EC,EC-N,Tena,SEJD,TNW,,"-77.583333, -1.059722"
TOK,small_airport,Torokina Airport,130,OC,PG,PG-NSB,Torokina,,TOK,TKN,"155.063, -6.2015"
TPO,small_airport,Port Alsworth Airport,280,NA,US,US-AK,Port Alsworth,PALJ,PTA,TPO,"-154.325863, 60.201681"
TPT,small_airport,Tapeta Airport,870,AF,LR,LR-NI,Tapeta,,TPT,,"-8.873, 6.4948"
TQPF,medium_airport,Clayton J Lloyd International Airport,127,NA,AI,AI-U-A,The Valley,TQPF,AXA,,"-63.055099, 18.2048"
TRPG,medium_airport,John A. Osborne Airport,550,NA,MS,MS-U-A,Gerald's Park,TRPG,MNI,,"-62.19329833984375, 16.791400909423828"
TS00,small_airport,Fuller Airport,490,NA,US,US-TX,Fort Worth,TS00,,TS00,"-97.18080139160156, 32.78820037841797"
TS01,small_airport,Landry STOLport,780,NA,US,US-TX,Geogetown,TS01,,TS01,"-97.65029907226562, 30.71269989013672"
TS02,small_airport,One Sixty Four Place Airport,1200,NA,US,US-TX,Jacksboro,TS02,,TS02,"-98.23059844970703, 33.119598388671875"
TS03,small_airport,Bryant's Landing Airport,914,NA,US,US-TX,Walnut Springs,TS03,,TS03,"-97.73780059814453, 32.061500549316406"
TS04,small_airport,Rio Vista Ranch Airport,1774,NA,US,US-TX,Del Rio,TS04,,TS04,"-100.97799682617188, 29.835800170898438"
TS07,small_airport,Dry Creek Airport,152,NA,US,US-TX,Cypress,TS07,,TS07,"-95.68560028076172, 29.986299514770508"
TS08,small_airport,Kubecka Aviation Airport,74,NA,US,US-TX,Ganado,TS08,,TS08,"-96.500298, 29.083599"
TS11,small_airport,Glenmar Airport,531,NA,US,US-TX,Campbell,TS11,,TS11,"-95.93000030517578, 33.10710144042969"
TS14,small_airport,Smith Flying Service Airport,1275,NA,US,US-TX,De Leon,TS14,,TS14,"-98.48799896240234, 32.108699798583984"
TS15,small_airport,Cibolo Creek Ranch Airport,4400,NA,US,US-TX,Marfa,TS15,,TS15,"-104.262001, 29.89290047"
TS18,small_airport,Kingsland Estates Airport,873,NA,US,US-TX,Kingsland,TS18,,TS18,"-98.47859954833984, 30.654399871826172"
TS20,small_airport,C Lazy T Ranch Airport,1365,NA,US,US-TX,Seymour,TS20,,TS20,"-99.1937026977539, 33.53229904174805"
TS21,small_airport,Roy Ranch Airport,2366,NA,US,US-TX,Justiceburg,TS21,,TS21,"-101.114833, 33.084833"
TS27,small_airport,River Field,220,NA,US,US-TX,Columbus,TS27,,TS27,"-96.59140015, 29.71619987"
TS29,small_airport,Liberty Hill International Airport,790,NA,US,US-TX,Eddy,TS29,,TS29,"-97.29699707030001, 31.294599533099998"
TS35,small_airport,West Liberty Airport,80,NA,US,US-TX,Dayton,TS35,,TS35,"-94.97810363769531, 30.058300018310547"
TS36,small_airport,Silver Wings Airport,2110,NA,US,US-TX,Fredricksburg,TS36,,TS36,"-99.14080047607422, 30.219600677490234"
TS39,small_airport,Sherman Airport,3285,NA,US,US-TX,Lockney,TS39,,TS39,"-101.41200256347656, 34.3120002746582"
TS40,small_airport,Celina Field,770,NA,US,US-TX,Celina,TS40,,TS40,"-96.76390075683594, 33.312801361083984"
TS44,small_airport,Dry Branch Ranch Airport,130,NA,US,US-TX,Pattison,TS44,,TS44,"-96.02330017089844, 29.84000015258789"
TS47,small_airport,Rock Creek Ranch Airport,1130,NA,US,US-TX,Whitt,,,5TX,"-98.0119, 32.9687"
TS50,small_airport,Austinia Airport,15,NA,US,US-TX,Texas City,TS50,,TS50,"-94.99829864501953, 29.417499542236328"
TS51,small_airport,Barton Memorial Airport,345,NA,US,US-TX,Garrison,TS51,,TS51,"-94.45939636230469, 31.837099075317383"
TS54,small_airport,Flying B Airport,535,NA,US,US-TX,Pickton,TS54,,TS54,"-95.43440246582031, 33.014801025390625"
TS55,small_airport,Bat Cave Field,850,NA,US,US-TX,Garden Ridge,TS55,,TS55,"-98.30449676513672, 29.671899795532227"
TS57,small_airport,Red Ace Ranch Airport,900,NA,US,US-TX,Decatur,TS57,,TS57,"-97.62110137939453, 33.241798400878906"
TS61,small_airport,Little 'L' Ranch Airport,585,NA,US,US-TX,Glen Rose,TS61,,TS61,"-97.64219665527344, 32.211700439453125"
TS62,small_airport,Norris Field,1987,NA,US,US-TX,Jayton,TS62,,TS62,"-100.51799774169922, 33.20009994506836"
TS63,small_airport,Square Air Airport,655,NA,US,US-TX,Mc Kinney,TS63,,TS63,"-96.56420135498047, 33.24589920043945"
TS65,small_airport,Ducote Airpark,1974,NA,US,US-TX,San Angelo,TS65,,TS65,"-100.61299896240234, 31.35849952697754"
TS67,small_airport,Kitty Hawk Flying Field,860,NA,US,US-TX,Garden Ridge,TS67,,TS67,"-98.2780990600586, 29.625200271606445"
TS69,small_airport,Barronena East Airport,576,NA,US,US-TX,Hebbronville,TS69,,TS69,"-98.66200256347656, 27.485000610351562"
TS71,small_airport,Flying B Ranch Airport,780,NA,US,US-TX,Ovilla,TS71,,TS71,"-96.94390106201172, 32.52790069580078"
TS73,small_airport,Stubbs Strip,755,NA,US,US-TX,Fort Worth,TS73,,TS73,"-97.48780059814453, 32.77510070800781"
TS74,small_airport,Glass Airport,810,NA,US,US-TX,Sanger,TS74,,TS74,"-97.29450225830078, 33.36259841918945"
TS75,small_airport,Mitchell Nr One Airport,2700,NA,US,US-TX,Sanderson,TS75,,TS75,"-102.15899658203125, 30.503000259399414"
TS76,small_airport,Redstone Ranch Airport,1460,NA,US,US-TX,Stonewall,TS76,,TS76,"-98.5947036743164, 30.250200271606445"
TS78,small_airport,Loesch Ranch Airport,2804,NA,US,US-TX,Booker,TS78,,TS78,"-100.46900177001953, 36.391700744628906"
TS85,small_airport,Diamond J Airport,802,NA,US,US-TX,Pottsboro,TS85,,TS85,"-96.70390319824219, 33.81060028076172"
TS87,small_airport,Bridle Ridge Airport,328,NA,US,US-TX,Navasota,TS87,,TS87,"-96.07939910888672, 30.417999267578125"
TS89,small_airport,Parker Airport,925,NA,US,US-TX,Granbury,TS89,,TS89,"-97.80870056152344, 32.35110092163086"
TS90,small_airport,Bayless Airport,49,NA,US,US-TX,Rosharon,TS90,,TS90,"-95.43190002441406, 29.40250015258789"
TS92,small_airport,Little Peach Airport,710,NA,US,US-TX,Temple,TS92,,TS92,"-97.42669677734375, 31.214599609375"
TS94,small_airport,Rancho Buena Vista Airport,20,NA,US,US-TX,Bay View,TS94,,TS94,"-97.30079650878906, 26.25119972229004"
TS96,small_airport,El Campo Airpark,128,NA,US,US-TX,El Campo,TS96,,TS96,"-96.32520294189453, 29.26689910888672"
TSG,small_airport,Tanacross Airport,1549,NA,US,US-AK,Tanacross,TSG,TSG,TSG,"-143.335998535, 63.374401092499994"
TSI,small_airport,Tsile Tsile Airport,500,OC,PG,PG-MPL,Tsile Tsile,,TSI,TSL,"146.3554, -6.8498"
TT00,small_airport,Tree Top Air Airport,360,NA,US,US-TX,Weimar,TT00,,TT00,"-96.729444, 29.646666"
TT05,small_airport,Patton Air Park,451,NA,US,US-TX,Floresville,TT05,,TT05,"-98.255124, 29.191361"
TT10,small_airport,Hutson Ranch Airport,1470,NA,US,US-TX,Knox City,TT10,,TT10,"-99.9477778, 33.429026"
TT20,small_airport,Lazy 8 Flying Ranch Airport,227,NA,US,US-TX,Madisonville,TT20,,TT20,"-95.834851, 30.964832"
TT32,small_airport,Kudlacek Field,524,NA,US,US-TX,Royse City,TT32,,TT32,"-96.410472, 33.011916"
TT45,small_airport,Nighthawks Nest Airport,592,NA,US,US-TX,Marion,TT45,,TT45,"-98.145277, 29.506666"
TTCP,medium_airport,Tobago-Crown Point Airport,38,NA,TT,TT-WTO,Scarborough,TTCP,TAB,,"-60.83219909667969, 11.149700164794922"
TTPP,medium_airport,Piarco International Airport,58,NA,TT,TT-TUP,Port of Spain,TTPP,POS,,"-61.33720016479492, 10.595399856567383"
TUE,small_airport,Tupile Airport,5,NA,PA,PA-KY,Isla Tupile,,TUE,,"-78.5757, 9.4468"
TUJ,small_airport,Tum Airport,4700,AF,ET,ET-SN,Tum,,TUJ,,"35.5184, 6.26"
TUPA,small_airport,Captain Auguste George Airport,9,NA,VG,VG-U-A,Anegada,TUPA,NGD,,"-64.32969665527344, 18.72719955444336"
TUPJ,medium_airport,Terrance B. Lettsome International Airport,15,NA,VG,VG-U-A,Road Town,TUPJ,EIS,,"-64.54299926757812, 18.444799423217773"
TUPW,small_airport,Virgin Gorda Airport,9,NA,VG,VG-U-A,Spanish Town,TUPW,VIJ,,"-64.42749786376953, 18.446399688720703"
TVSA,medium_airport,Argyle International Airport,136,NA,VC,VC-U-A,Kingstown,TVSA,SVD,,"-61.149945, 13.156695"
TVSB,medium_airport,J F Mitchell Airport,15,NA,VC,VC-06,Bequia,TVSB,BQU,,"-61.2620010376, 12.9884004593"
TVSC,medium_airport,Canouan Airport,11,NA,VC,VC-06,Canouan,TVSC,CIW,,"-61.3424, 12.699"
TVSM,medium_airport,Mustique Airport,8,NA,VC,VC-06,Mustique Island,TVSM,MQS,,"-61.180198669433594, 12.887900352478027"
TVSU,medium_airport,Union Island International Airport,16,NA,VC,VC-06,Union Island,TVSU,UNI,,"-61.41194534301758, 12.60013484954834"
TX00,small_airport,Abilene Executive Airpark,1822,NA,US,US-TX,Abilene,TX00,,TX00,"-99.62000274658203, 32.44889831542969"
TX01,small_airport,New Home Airport,3234,NA,US,US-TX,New Home,TX01,,TX01,"-101.91000366210938, 33.30839920043945"
TX03,small_airport,Stapleton Field,716,NA,US,US-TX,Abbott,TX03,,TX03,"-97.06690216064453, 31.875200271606445"
TX04,small_airport,Lucky Star Ranch Airport,285,NA,US,US-TX,Brenham,TX04,,TX04,"-96.5268611, 30.2911944"
TX05,small_airport,Bud Dryden Airport,500,NA,US,US-TX,Austin,TX05,,TX05,"-97.625298, 30.2605"
TX07,small_airport,Nix River Ranch Strip,1820,NA,US,US-TX,Comstock,TX07,,TX07,"-101.23400115966797, 29.93429946899414"
TX09,small_airport,Cunningham Airpark,617,NA,US,US-TX,New Braunfels,TX09,,TX09,"-98.012778, 29.675556"
TX11,small_airport,Ross Planes Airport,1765,NA,US,US-TX,Cross Plains,TX11,,TX11,"-99.15869903564453, 32.13999938964844"
TX12,small_airport,Kidd-Private Airport,705,NA,US,US-TX,Denison,TX12,,TX12,"-96.60859680175781, 33.80839920043945"
TX13,small_airport,Mesa Vista Ranch Airport,2772,NA,US,US-TX,Pampa,TX13,,TX13,"-101.030139, 35.889278"
TX15,small_airport,Beggs Ranch/Aledo/ Airport,1060,NA,US,US-TX,Aledo,TX15,,TX15,"-97.61280059814453, 32.75149917602539"
TX19,small_airport,Russells Ranch Airport,400,NA,US,US-TX,Annona,TX19,,TX19,"-94.9072036743164, 33.53620147705078"
TX20,small_airport,Steen Airport,1670,NA,US,US-TX,Anson,TX20,,TX20,"-99.87789916992188, 32.7932014465332"
TX21,small_airport,Hornady Ranch Airport,1165,NA,US,US-TX,Archer City,TX21,,TX21,"-98.54759979248047, 33.477901458740234"
TX22,small_airport,Leroux Airport,670,NA,US,US-TX,Argyle,TX22,,TX22,"-97.15499877929688, 33.10179901123047"
TX23,small_airport,Flf Gliderport,1150,NA,US,US-TX,Briggs,TX23,,TX23,"-97.9458999633789, 30.856300354003906"
TX24,small_airport,Oaks Airport,510,NA,US,US-TX,Arp,TX24,,TX24,"-95.08360290527344, 32.27519989013672"
TX25,small_airport,Lochridge Ranch Airport,391,NA,US,US-TX,Athens,TX25,,TX25,"-95.95110321044922, 31.989299774169922"
TX29,small_airport,Flying O Airport,490,NA,US,US-TX,Bardwell,TX29,,TX29,"-96.70439910888672, 32.28900146484375"
TX31,small_airport,Edwards Lucian Wells Ranch Airport,2505,NA,US,US-TX,Big Spring,TX31,,TX31,"-101.56400299072266, 32.073699951171875"
TX32,small_airport,Bar V K Airport,765,NA,US,US-TX,Bolivar,TX32,,TX32,"-97.24330139160156, 33.376399993896484"
TX33,small_airport,Haire Airport,860,NA,US,US-TX,Sanger,TX33,,TX33,"-97.30860137939453, 33.341800689697266"
TX34,small_airport,Windy Tales Airport,980,NA,US,US-TX,Mineral Wells,TX34,,TX34,"-97.9843063354, 32.848415374800005"
TX35,small_airport,Key's Ranch Airport,345,NA,US,US-TX,Boxelder/Lydia,TX35,,TX35,"-94.81410217285156, 33.443199157714844"
TX36,small_airport,Green Ranch Airport,1190,NA,US,US-TX,Breckenridge,TX36,,TX36,"-99.04199981689453, 32.833499908447266"
TX37,small_airport,Flying S Ranch Airport,850,NA,US,US-TX,Bridgeport,TX37,,TX37,"-97.76860046386719, 33.13180160522461"
TX38,small_airport,Duke Ranch Airport,2705,NA,US,US-TX,Darrouzett,TX38,,TX38,"-100.34300231933594, 36.37950134277344"
TX39,small_airport,Ruby Field,650,NA,US,US-TX,Era,TX39,,TX39,"-97.25060272216797, 33.47719955444336"
TX40,small_airport,Echo Lake Airport,450,NA,US,US-TX,Brownsboro,TX40,,TX40,"-95.65579986572266, 32.25429916381836"
TX41,small_airport,Pippen-York Ranch Airport,1340,NA,US,US-TX,Blanco,TX41,,TX41,"-98.36470031738281, 30.091299057006836"
TX42,small_airport,Fair Weather Field,175,NA,US,US-TX,Monaville,TX42,,TX42,"-96.0394439697, 29.9375"
TX43,small_airport,Goode Field,445,NA,US,US-TX,Canton,TX43,,TX43,"-96.00270080566406, 32.5098991394043"
TX45,small_airport,Hawkeye Hunting Club Airport,260,NA,US,US-TX,Center,TX45,,TX45,"-97.12940216064453, 31.766799926757812"
TX46,small_airport,Blackwood Airpark,835,NA,US,US-TX,Cleburne,TX46,,TX46,"-97.38719940185547, 32.40959930419922"
TX48,small_airport,Talley Airport,880,NA,US,US-TX,Clifton,TX48,,TX48,"-97.718889, 31.832222"
TX49,small_airport,Biggin Hill Airport,250,NA,US,US-TX,Hockley,TX49,,TX49,"-95.86000061035156, 30.11829948425293"
TX51,small_airport,Smith Airport,405,NA,US,US-TX,Corsicana,TX51,,TX51,"-96.32939910888672, 32.20009994506836"
TX56,small_airport,Douglass Ranch Airport,680,NA,US,US-TX,Freer,TX56,,TX56,"-98.70249938964844, 27.715499877929688"
TX62,small_airport,Rhodes Ranch Airport,405,NA,US,US-TX,Mineola,TX62,,TX62,"-95.43910217285156, 32.63349914550781"
TX64,small_airport,Lazy 9 Ranch Airport,1020,NA,US,US-TX,Decatur,TX64,,TX64,"-97.52729797363281, 33.29930114746094"
TX66,small_airport,Rebel Field,28,NA,US,US-TX,Alta Loma,TX66,,TX66,"-95.07849884033203, 29.398799896240234"
TX67,small_airport,Hodges Air Field,900,NA,US,US-TX,Keene,TX67,,TX67,"-97.302498, 32.3606"
TX68,small_airport,Parker Place Airport,620,NA,US,US-TX,Ector,TX68,,TX68,"-96.27660369873047, 33.591800689697266"
TX70,small_airport,Eberly Ranch Airport,280,NA,US,US-TX,Chappell Hill,TX70,,TX70,"-96.2182388306, 30.0518894196"
TX74,small_airport,Thomas Flying Field,830,NA,US,US-TX,Parker,TX74,,TX74,"-97.27529907226562, 32.26139831542969"
TX75,small_airport,Sandbur Ranches Private Airport,455,NA,US,US-TX,Franklin,TX75,,TX75,"-96.54080200195312, 31.009700775146484"
TX78,small_airport,Block Ranch Airport,755,NA,US,US-TX,Alvarado,TX78,,TX78,"-97.23190307617188, 32.329200744628906"
TX79,small_airport,Crescent C Ranch Airport,277,NA,US,US-TX,Cotulla,TX79,,TX79,"-99.04888916019999, 28.0888881683"
TX81,small_airport,Robotek Airport,775,NA,US,US-TX,Gainesville,TX81,,TX81,"-97.03810119628906, 33.54999923706055"
TX82,small_airport,Laguna Park Community Airport,620,NA,US,US-TX,Laguna Park,TX82,,TX82,"-97.380898, 31.8636"
TX91,small_airport,Madeira Airpark,450,NA,US,US-TX,Garland,TX91,,TX91,"-96.5969009399414, 32.90760040283203"
TX92,small_airport,Green Airport,850,NA,US,US-TX,Georgetown,TX92,,TX92,"-97.66940307617188, 30.59600067138672"
TX93,small_airport,Wright Ranch Airport,900,NA,US,US-TX,Glen Rose,TX93,,TX93,"-97.83360290527344, 32.16680145263672"
TX94,small_airport,Flying D Ranch Airport,880,NA,US,US-TX,Era,TX94,,TX94,"-97.276703, 33.4529"
TX95,small_airport,Coppenger Farm Airport,1010,NA,US,US-TX,Godley,TX95,,TX95,"-97.5322036743164, 32.41400146484375"
TX96,small_airport,Maxwell Field,825,NA,US,US-TX,Sanger,TX96,,TX96,"-97.25700378417969, 33.39929962158203"
TX97,small_airport,Cade Field,1160,NA,US,US-TX,Cranfills Gap,TX97,,TX97,"-97.79640197753906, 31.76490020751953"
TX99,small_airport,Williams Field,4085,NA,US,US-TX,Goodland,TX99,,TX99,"-102.98699951171875, 34.00680160522461"
TXKF,medium_airport,L.F. Wade International International Airport,12,NA,BM,BM-U-A,Hamilton,TXKF,BDA,,"-64.67870330810547, 32.36399841308594"
TYE,small_airport,Tyonek Airport,110,NA,US,US-AK,Tyonek,TYE,TYE,TYE,"-151.13800048828, 61.076698303223"
TZO,small_airport,Tsimiroro Airport,755,AF,MG,MG-U,Ankisatra,,TZO,,"45.015643, -18.345064"
U37,small_airport,Midway Airport,5017,NA,US,US-ID,Atomic City,U37,,U37,"-112.80899810791016, 43.45819854736328"
U41,small_airport,Dubois Municipal Airport,5123,NA,US,US-ID,Dubois,U41,DBS,U41,"-112.225997925, 44.1665992737"
U45,small_airport,Graham US Forest Service Airport,5726,NA,US,US-ID,Atlanta,U45,,U45,"-115.273002625, 43.9552001953"
U46,small_airport,Big Southern Butte Airport,5073,NA,US,US-ID,Atomic City,U46,,U46,"-113.05899810791016, 43.429100036621094"
U48,small_airport,Coxs Well Airport,5034,NA,US,US-ID,Atomic City,U48,,U48,"-113.22699737548828, 43.21799850463867"
U51,small_airport,Bancroft Municipal Airport,5435,NA,US,US-ID,Bancroft,U51,,U51,"-111.86699676513672, 42.72079849243164"
U53,small_airport,Henry's Lake Airport,6596,NA,US,US-ID,Lake/Island Park/,U53,,U53,"-111.35099792480469, 44.62910079956055"
U54,small_airport,Bernard US Forest Service Airport,3626,NA,US,US-ID,Bernard,U54,,U54,"-114.73500061, 44.979598999"
U60,small_airport,Big Creek Airport,5743,NA,US,US-ID,Big Creek,U60,,U60,"-115.3219985961914, 45.133201599121094"
U61,small_airport,Twin Bridges Airport,6893,NA,US,US-ID,Ketchum,U61,,U61,"-114.11000061035156, 43.94660186767578"
U65,small_airport,Carey Airport,4783,NA,US,US-ID,Carey,U65,,U65,"-113.93399810791016, 43.30820083618164"
U72,small_airport,Upper Loon Creek US Forest Service Airport,5500,NA,US,US-ID,Challis,U72,,U72,"-114.822998047, 44.591598510699995"
U74,small_airport,Crescent Valley Airport,4787,NA,US,US-NV,Crescent Valley,U74,,U74,"-116.56300354003906, 40.41590118408203"
U84,small_airport,Donald D. Coski Memorial Airport,4860,NA,US,US-ID,Donnelly,U84,,U84,"-116.09123992919922, 44.72545623779297"
U86,small_airport,Camas County Airport,5058,NA,US,US-ID,Fairfield,U86,,U86,"-114.7969970703125, 43.337398529052734"
U87,small_airport,Smiley Creek Airport,7160,NA,US,US-ID,Galena,U87,,U87,"-114.79622, 43.912209"
U88,small_airport,Garden Valley Airport,3177,NA,US,US-ID,Garden Valley,U88,,U88,"-115.93199920654297, 44.06800079345703"
U91,small_airport,Grasmere Airport,5134,NA,US,US-ID,Grasmere,U91,,U91,"-115.88400268554688, 42.366600036621094"
U92,small_airport,Antelope Valley Airport,6180,NA,US,US-ID,Grouse,U92,,U92,"-113.60199737548828, 43.67599868774414"
U93,small_airport,Magic Reservoir Airport,4844,NA,US,US-ID,Hailey,U93,,U93,"-114.3949966430664, 43.28239822387695"
U94,small_airport,Hazelton Municipal Airport,4172,NA,US,US-ID,Hazelton,KU94,,U94,"-114.135557, 42.576312"
U97,small_airport,Howe Airport,4930,NA,US,US-ID,Howe,U97,,U97,"-113.0469970703125, 43.8390998840332"
